title,date,url,article
world intelligence expo  held tianjin,2024-06-21,http://en.people.cn/n3/2024/0621/c90000-20183764.html,people visit world intelligence expo  north china tianjin june   world intelligence expo  opened thursday tianjin theme intelligence extensive development space sustainable growth driver expo co-hosted tianjin municipal government chongqing municipal government xinhua zhao zishuo people visit booth china railway rolling stock poration crrc world intelligence expo  north china tianjin june   world intelligence expo  opened thursday tianjin theme intelligence extensive development space sustainable growth driver expo co-hosted tianjin municipal government chongqing municipal government xinhua sun fanyue visitor learns aircraft booth xpeng aeroht world intelligence expo  north china tianjin june   world intelligence expo  opened thursday tianjin theme intelligence extensive development space sustainable growth driver expo co-hosted tianjin municipal government chongqing municipal government xinhua zhao zishuo people try online marathon game world intelligence expo  north china tianjin june   world intelligence expo  opened thursday tianjin theme intelligence extensive development space sustainable growth driver expo co-hosted tianjin municipal government chongqing municipal government xinhua sun fanyue exhibitor introduces delivery uav unmanned aerial vehicle world intelligence expo  north china tianjin june   world intelligence expo  opened thursday tianjin theme intelligence extensive development space sustainable growth driver expo co-hosted tianjin municipal government chongqing municipal government xinhua sun fanyue people visit booth china unicom world intelligence expo  north china tianjin june   world intelligence expo  opened thursday tianjin theme intelligence extensive development space sustainable growth driver expo co-hosted tianjin municipal government chongqing municipal government xinhua zhao zishuo opening ceremony world intelligence expo  held north china tianjin june   world intelligence expo  opened thursday tianjin theme intelligence extensive development space sustainable growth driver expo co-hosted tianjin municipal government chongqing municipal government xinhua li ran volunteers walk venue world intelligence expo  north china tianjin june   world intelligence expo  opened thursday tianjin theme intelligence extensive development space sustainable growth driver expo co-hosted tianjin municipal government chongqing municipal government xinhua sun fanyue liu qingfeng chairman iflytek speaks opening ceremony world intelligence expo  north china tianjin june   world intelligence expo  opened thursday tianjin theme intelligence extensive development space sustainable growth driver expo co-hosted tianjin municipal government chongqing municipal government xinhua li ran participants pictured way national vention exhibition center north china tianjin june   world intelligence expo  opened thursday tianjin theme intelligence extensive development space sustainable growth driver expo co-hosted tianjin municipal government chongqing municipal government xinhua sun fanyue visitor interacts bio-robot world intelligence expo  north china tianjin june   world intelligence expo  opened thursday tianjin theme intelligence extensive development space sustainable growth driver expo co-hosted tianjin municipal government chongqing municipal government xinhua zhao zishuo graphics processing unit gpu displayed world intelligence expo  north china tianjin june   world intelligence expo  opened thursday tianjin theme intelligence extensive development space sustainable growth driver expo co-hosted tianjin municipal government chongqing municipal government xinhua li ran people visit booth china-made graphics processing units gpu world intelligence expo  north china tianjin june   world intelligence expo  opened thursday tianjin theme intelligence extensive development space sustainable growth driver expo co-hosted tianjin municipal government chongqing municipal government xinhua li ran people view tesla vehicle world intelligence expo  north china tianjin june   world intelligence expo  opened thursday tianjin theme intelligence extensive development space sustainable growth driver expo co-hosted tianjin municipal government chongqing municipal government xinhua zhao zishuo exhibitor demonstrates operation robotic dog world intelligence expo  north china tianjin june   world intelligence expo  opened thursday tianjin theme intelligence extensive development space sustainable growth driver expo co-hosted tianjin municipal government chongqing municipal government xinhua sun fanyue opening ceremony world intelligence expo  held north china tianjin june   world intelligence expo  opened thursday tianjin theme intelligence extensive development space sustainable growth driver expo co-hosted tianjin municipal government chongqing municipal government xinhua li ran automobiles displayed world intelligence expo  north china tianjin june   world intelligence expo  opened thursday tianjin theme intelligence extensive development space sustainable growth driver expo co-hosted tianjin municipal government chongqing municipal government xinhua sun fanyue visitor tries simulation driving world intelligence expo  north china tianjin june   world intelligence expo  opened thursday tianjin theme intelligence extensive development space sustainable growth driver expo co-hosted tianjin municipal government chongqing municipal government xinhua zhao zishuo robotic arm displayed world intelligence expo  north china tianjin june   world intelligence expo  opened thursday tianjin theme intelligence extensive development space sustainable growth driver expo co-hosted tianjin municipal government chongqing municipal government xinhua zhao zishuo staff member introduces lenovo laptop transparent display world intelligence expo  north china tianjin june   world intelligence expo  opened thursday tianjin theme intelligence extensive development space sustainable growth driver expo co-hosted tianjin municipal government chongqing municipal government xinhua zhao zishuo
china unveils world’s st ai giant panda living ‘cloud habitat’,2024-06-20,http://en.people.cn/n3/2024/0620/c90000-20183449.html,photo screenshot video released website national forestry grassland administration artificial intelligence ai managed capture cuteness giant panda world first virtual panda unveiled wednesday national forestry grassland administration china media group internet giant tencent virtual panda ip based tencent technologies realize ultra-high definition restoration giant panda body  million hair strands tencent large model hunyuan enabled panda chat promote science knowledge according website nfra professional guidance china giant panda servation research center tencent used high-fidelity modeling technology conduct complex geometric detail processing  million hair strands covering virtual panda making texture dynamic process hair closer reality based real physiological structure giant panda intelligent bone binding super a film-level high-precision biological rendering used restore bone muscle details movement giant panda virtual panda also cloud habitat leverages high-fidelity technology replicate environment wolong giant panda nature reserve   simulate  real plants well rocks waterfalls streams users interact virtual panda mobile app feeding chatting jealous sichuan people panda read comment sina weibo users interact ai panda via mobile app photo screenshot video released website nfga
beijing makes big strides integrated vehicle road cloud solution,2024-06-20,http://en.people.cn/n3/2024/0620/c90000-20183387.html,recent years autonomous driving scenarios become increasingly common beijing capital china especially beijing high-level autonomous driving demonstration zone located city economic-technological development area beijing e-town go e-town beijing daxing international airport autonomous cabs service visit beijing municipal administrative center take self-driving buses tour streets city spick-and-span every morning also cleaned autopilot sanitation vehicles midnight photo shows autonomous vehicles street beijing economic-technological development area photo wu jiang beijing high-level autonomous driving demonstration zone  autonomous driving vehicles manufactured  automakers obtained approval road testing testing mileage vehicles totaled nearly  million kilometers achievements inseparable national innovation center intelligent nected vehicles cicv located e-town taiheqiao base cicv people daily journalists boarded test vehicle safety supervisor driver seat took hands steering wheel vehicle performed series tasks including accelerating decelerating turning overtaking lane changing ride impressively smooth vehicle surprisingly intelligent even traffic markings parts road blurred vehicle could still operate book pedestrian suddenly appeared zebra crossing front vehicle vehicle panic decelerated smoothly laser radar detected pedestrian develop intelligent connected vehicles need integrate vehicles roads big data cloud computing technologies one system better achieve intelligent mobility integrated vehicle-road-cloud solution exploring said zheng jihu executive vice director cicv test roads autonomous driving e-town traffic congestion happens intersection  meters ahead intelligent traffic light poles quickly upload relevant information cloud cloud transmits intelligent connected vehicles telling promptly find smoother route demonstration zone equipped roadside sensors intelligent traffic signal control systems vehicle-to-infrastructure communication systems enables comprehensive connectivity vehicles road infrastructure well vehicle-to-vehicle connectivity facilitated laser radars millimeter-wave radars ai cameras deep integration vehicles road infrastructure cloud computing platforms effectively solve problems information asymmetry lack coordination traditional traffic systems significantly improving safety efficiency comfort transportation system said zheng end february year guidance cicv demonstration route application intelligent connected vehicles opened connecting baodi station beijing-tangshan intercity railway beijing-tianjin zhongguancun tech town   km road designed maximum speed  km h one-way trip taking  minutes fastest demonstration route adopts vehicle-road-cloud integrated solution enables intelligent connected buses running respond promptly emergencies detect pedestrians vehicles automatically decelerate avoid collisions automatically stop stations said tang fengmin executive cicv vehicle tested in-the-loop laboratory national innovation center intelligent nected vehicles beijing photo official website beijing economic-technological development area according tang one-way travel time reduced  percent provides support subsequent expansion connection application scenarios currently cicv equipped  professional laboratories trial production center laboratories able test whether autonomous driving vehicle able see hear in-the-loop laboratory cicv newly launched self-driving car appears stationary already driven tens thousands kilometers several months testing test vehicle vehicle test bed similar person running treadmill wearing virtual reality headset simulated road environments shown large screen tests would take two three weeks real roads compressed one two days test bed cicv collected  million real-world scenarios nationwide allowing test vehicles adapt situations unlike traditional vehicles primarily focus real-world road testing dynamic performance testing intelligent connected vehicles mainly done digital modeling requires rich scenario library enable testing verification algorithms driving perception decision planning intelligent control cicv established leading domestic scenario database intelligent connected vehicles virtual vehicle human-machine interaction testing environment wireless communication testing environment complete vehicles support full-scenario testing application services virtual simulation real vehicle verification entire vehicle development process potentially saving  percent research development costs enterprises utilizing platforms built cicv actively promoting formulating relevant standard systems information security communication security prerequisites application intelligent connected vehicles always lack unified standards clear norms cicv released series standards providing basis direction information security testing products said xiao ping product manager truck business pony ai autonomous vehicle technology company recent years cicv released  standards facilitate construction integrated vehicle-road-cloud standard system
china unveils new measures deepen reform star market,2024-06-19,http://en.people.cn/n3/2024/0619/c90000-20183136.html,beijing june  xinhua china top securities regulator wednesday rolled new measures deepen reform science technology innovation board star market better serve sci-tech innovation promote development new quality productive forces
scientific surveys valuable safeguarding ecology roof world,2024-08-19,http://en.people.cn/n3/2024/0819/c90000-20207100.html,lhasa aug  xinhua china ongoing second scientific expedition research project qinghai-xizang plateau produced series high-standard original findings providing scientific support ecological security plateau according expedition top researcher date scientific research yielded significant progress including results studies changes impacts plateau water glacier resources carbon sink functions potential ecosystems biodiversity changes said yao tandong academician chinese academy sciences cas leader scientific expedition press conference held lhasa sunday qinghai-xizang plateau known roof world asia water tower china crucial ecological security barrier strategic resource reserve playing vital role water ecological climate environmental security globally since scientific expedition launched august  teams comprising   researchers continuously conducted comprehensive surveys across  key areas drone photo taken june   shows black-necked crane searching food wetland xainza nty nagqu city southwest china xizang autonomous region xinhua jiang fan changes water resources qinghai-xizang plateau becoming warmer wetter greener according yao glaciers snow cover plateau decreasing vegetation greening said changes could lead significant shifts asian monsoon circulation potentially increasing frequency extreme weather events china recent years warming climate increased humidity led significant imbalances qinghai-xizang plateau primarily manifested rapid reduction solid water bodies glaciers snow alongside widespread increase liquid water bodies like lakes rivers resulting solid-liquid phase imbalance yao explained scientific expedition research project revealed current total surface water storage asia water tower exceeds  trillion cubic meters roughly equivalent total runoff yellow river  years climate models predict end st century regions could lose half glacier mass lake water levels potentially rising  meters according conference phenomenon could enhance overall water supply capacity risks glacier collapses glacial lake outburst floods projected three times higher current levels yao also emphasized future water resources downstream asia water tower require regionally differentiated strategies comprehensive international coordination essential strengthen construction early warning systems glacial collapses glacial lake outbursts implement effective measures sustainable water resource management tibetan antelopes pictured qiangtang grassland southwest china xizang autonomous region may   xinhua jiang fan ecosystem biodiversity assessment expedition team established classification system qinghai-xizang plateau ecosystem based integration remote-sensing technology ground surveys contributing greatly analysis changes ecosystem biodiversity plateau researchers completed    grassland vegetation map    soil map plateau distribution map alpine tree line spanning   kilometers across himalayas maps reveal spatial pattern dynamic changes ecosystem improve assessment ecosystem quality service functions said ouyang zhiyun researcher research center eco-environmental sciences cas maps also support formulation biodiversity conservation strategies overall layout planning national parks qinghai-xizang plateau expedition team also conducted extensive field investigations vulnerable critical areas plateau leading series new discoveries biodiversity published findings   new species including  new animal species  new plant species   new microbial species local government southwest china xizang autonomous region designated   square kilometers land ecological conservation red lines accounting  percent region total land area xizang  nature reserves various types levels covering total area   square kilometers area ecologically functional land including forests grasslands wetlands water bodies increased   million square kilometers photo taken may   shows floating airship jimu  type iii zhaxizom township tingri nty southwest china xizang autonomous region xinhua jiang fan carbon sink function qinghai-xizang plateau ecosystem absorbs approximately   million tonnes carbon dioxide co annually accounting   percent china total ecosystem carbon sink according findings released conference given plateau currently emits  million tonnes co annually carbon surplus exceeds  million tonnes per year yao said yao noted plateau   million square kilometers permafrost holds around  billion tonnes organic carbon accounting  percent plateau total soil carbon stock however potential thawing deep permafrost due future climate warming could pose risk carbon sequestration capacity said global observation-based system monitoring greenhouse gas gongga system developed independently scientific research survey team essential tool estimating natural carbon sinks integrates atmospheric transport modeling co concentration observations co emission inventories accurately assess carbon sink capacity qinghai-xizang plateau ecosystem system supports china dual carbon goals important scientific data also provides valuable chinese data methodologies international carbon accounting assessment going forward carbon sink function plateau enhanced improving quality grassland forest ecosystems yao said aerial drone photo taken july   shows drilling platform nam southwest china xizang autonomous region xinhua jigme dorje international cooperation early june year joint scientific expedition team consisting researchers cas institute tibetan plateau research itp along scientists drilling experts germany switzerland united kingdom united states conducted scientific investigations namtso lake team carry long core drilling lake provide new scientific evidence study climate environmental changes qinghai-xizang plateau past million years according zhu liping leader joint scientific expedition team researcher itp drilling lake sediment core namtso lake highest-altitude drilling project international tinental scientific drilling program rolf kipfer professor environmental physics aquatic science switzerland focusing studying formation sediments relationship lake scientific expedition analyze physical structure lake water quality kipfer said adding cooperation once-in-a-lifetime experience  yao teamed lonnie thompson foreign academician cas volker mosbrugger academician german national academy sciences launch third pole environment international program aim strengthening collaboration international organizations initiative helped enhance international impact second qinghai-xizang plateau scientific expedition research project propel related research forefront global scientific endeavors reporting zhang dan shen feng quan xiaoshu lin jianyang bai shaobo liu zhoupeng
shanghai develop full coverage communications network low altitude flights,2024-08-17,http://en.people.cn/n3/2024/0817/c90000-20207026.html,shanghai aug  xinhua end  shanghai largely established low-altitude communications network continuous coverage throughout region facilitating development low-altitude economy government guideline said according guideline released shanghai munications administration friday city period three years gradually achieve low-altitude coverage internet intelligence based g-a network enhanced version g shanghai encourages telecommunications companies provide communications network ultra-high bandwidth ultra-low latency massive connections low-altitude flights guideline stated moreover shanghai aims promote innovative application low-altitude economy including achieving scaled application low-altitude economy aviation emergency rescue logistics distribution  city establish regular low-altitude routes purposes logistics distribution terms industries shanghai expand emergency rescue applications like aviation firefighting aviation rescue public health emergency telecommunications focus also placed aviation logistics distribution low-altitude government affairs urban governance electric vertical takeoff landing evtol urban air transportation applications including business travel air shuttles private charters aside traditional applications geological exploration agriculture forestry protection aerial photography surveying
chinese enterprises fight ai hackers robotic guardians,2024-08-17,http://en.people.cn/n3/2024/0817/c90000-20207025.html,beijing aug  xinhua chinese adage goes apply tactics person used time artificial intelligence ai increasingly looms behind cyberattacks chinese enterprises started employ generative ai technologies build defense ai threats qi-anxin group leading chinese cybersecurity company released large-scale model qax-gpt march expecting assist development security products detection threats areas vulnerability analysis internet-related crimes model boasts investigation judgment abilities close intermediate-level security expert efficiency terms alarms judgments  times manual efforts said qi xiangdong chairman qi-anxin since chatgpt developed openai took world storm late  tech giants startups worldwide rushing join ai race launching similar ai chatbots well industrial applications based large language models experts believe generative ai tools lower barrier entry threat actors limited programming abilities technical skills warn hackers started using generative ai tools create malware dark web tools carry cyberattacks ai tools however double-edged sword network security also cases generative ai tools fashioned weapon counter cyberattacks lack network security personnel resources leading alarms neglected mishandled biggest vulnerability facing network security according survey qi-anxin avoid affecting operations  percent alarms suggesting cybersecurity threats require expert analysis however number experts company limited compared tremendous number alarm instances comprehensive analysis system empowered ai therefore greatly boost security defense said qi pared human expert qax-gpt learns much faster gaining expertise corpus analysis reports articles related cybersecurity said zhang zhuo vice president qi-anxin challenges facing cybersecurity scarcity experts human alarm fatigue efficiency bottlenecks large-scale model enables us transform reproducing goods reproducing expert experience said zhang china major victim hacking cyberattacks  million malware attacks detected china  according report released cybersecurity watchdog national puter network emergency response technical team rdination center china
china commercial space sector takes amid tech innovation push,2024-08-17,http://en.people.cn/n3/2024/0817/c90883-20207023.html,home foreign affairs china commercial space sector takes amid tech innovation push xinhua   august   beijing aug  xinhua china forges ahead high-quality development new quality productive forces taking center stage one key players commercial space sector experiencing rapid growth making mark global stage december  beijing interstellar glory space technology better known ispace conducted another successful test reusable launcher marking step toward fully functional domestically manufactured reusable rocket china commercial spaceflight industry private chinese aerospace company looking catch world advanced rocket technologies still long way ahead catching fast anna choi vice manager ispace told xinhua recent interview  chinese startup successfully launched sqx- y rocket sending two satellites -km circular orbit first time private chinese company managed put satellite orbit test dec  last year verified hyperbola-y reusable liquid oxygen methane carrier rocket first kind country part ispace plan launch reusable medium-lift rocket orbit late  since inception  company staff expanded less   people choi said company industry growing fast pace propelled technological innovation catalyzed government supportive policies ispace one several chinese enterprises active commercial aerospace industry recent years country experienced explosion commercial space companies since  driven government opening sector private capital according media reports  alone country private commercial spaceflight companies managed  successful launches like ispace enterprises headquartered beijing attracted capital rich talent pool supportive policies beijing february  announced plans establish dedicated rocket street research production hub advancement commercial aerospace sector struction started last month beijing economic-technological development area bda located southeastern suburb beijing rocket street program hope leverage cluster advantage facilitate development sector said bda official capital city endeavor foster commercial aerospace sector comes amid country efforts develop new quality productive forces help advance world second-largest economy global value chain developing commercial spaceflight listed among key areas development china government work report year priorities also include bio-manufacturing low-attitude economy quantum technology life sciences form part country agenda pursue sustainable growth developing strategically important future-oriented industries reflecting rising level government support choi said municipal government provided subsidies commercial aerospace industry set innovation centers focusing developing reusable rockets government also striving encourage private capital investment sector besides beijing multiple regions cities china also announced plans develop commercial aerospace industry sector requires pioneering courage committed innovation confident catch-up beyond choi said
"chinese scientists establish brain inspired network model bridge ai, neuroscience",2024-08-17,http://en.people.cn/n3/2024/0817/c90000-20207008.html,beijing aug  xinhua team chinese scientists established novel brain-inspired network model based internal complexity address challenges faced traditional models high consumption computing resources according institute automation chinese academy sciences friday one key objectives current development artificial intelligence ai build general-purpose ai enabling models possess broader general cognitive ability current popular approach used large models build larger deeper wider neural networks based law scale referred method achieving general intelligence based external complexity said li guoqi researcher institute automation however approach faces challenges unsustainable consumption computing resources energy well lack interpretability hand human brain  billion neurons nearly   trillion synaptic connections neuron rich diverse internal structure power consumption human brain around  watts inspired dynamics brain neurons scientists institute automation research institutions tsinghua university peking university used internal complexity approach achieve general intelligence experiments verified effectiveness reliability internal complexity model handling complex tasks providing new methods theoretical support integrating dynamic characteristics neuroscience ai also offering feasible solutions optimizing enhancing practical performance ai models study published recently journal nature putational science
spacex launches transporter  mission orbit,2024-08-17,http://en.people.cn/n3/2024/0817/c90000-20207000.html,new york aug  xinhua usa private space company spacex launched transporter- mission orbit friday mission launched aboard falcon  rocket vandenberg space force base california   local time  gmt transporter- spacex th dedicated smallsat rideshare mission  payloads board including cubesats microsats orbital transfer vehicle carrying eight payloads according spacex friday liftoff part spacex rideshare program significantly increases access space small satellite operators around world ranging earth observation satellites in-space manufacturing robotics student research projects company said date spacex launched   smallsats space program
green patents boost innovative growth,2024-08-17,http://en.people.cn/n3/2024/0817/c90000-20206981.html,photo taken dec   shows model wind turbine generators china pavilion th session ference parties united nations framework vention climate change dubai united arab emirates xinhua wang dongzhen beijing aug  xinhua china commitment sustainable development bolstered strong green innovation evidenced recent report showing  percent year-on-year increase low-carbon patent applications outpacing global average released china national intellectual property administration cnipa patent report underscores china pivotal role propelling global green development reveals  china green low-carbon invention patent applications soared   accounting half world total patent surge particularly noticeable new-energy vehicle solid-state battery sectors attributed chinese companies investments innovation leading charge ev manufacturer nio holds industry highest number invention patents  chinese company total revenue reached   billion yuan   billion usa dollars invested staggering   billion yuan technology research development june  decade-old automaker boasted cumulative   global patent applications grants photo taken oct   shows nio second advanced manufacturing base hefei east china anhui province xinhua xiaomi newcomer ev industry also secured significant number patents known smart consumer electronics xiaomi placed strong emphasis technological advancements launch high-tech sedan march company announced acquisition  patents motor electronic control  battery technology within two years t-effectiveness used primary competitive advantage domestic companies like xiaomi market penetration however shifted focus ip efforts realized prioritizing innovation way achieve sustainable development many ev companies collaborated universities research institutions pursue breakthroughs critical technologies advanced materials smart driving systems patents high-value ones focusing battery safety performance optimization cost control entering global markets companies established extensive patent framework covering entire industry chain component design manufacturing vehicle integration intelligence charging facilities service networks person takes selfies xiaomi su car mobile world gress barcelona spain feb   xinhua gao jing besides ip endeavors enterprises country ip regulators also expedited patent review services green low-carbon technologies cnipa issued guidelines prioritize patent examination energy conservation environmental protection applications according professor song hefa university chinese academy sciences prioritizing patent reviews expediting grant process provide significant advantage small enterprises start-ups limited financial resources entities leverage patent portfolios attract investment opportunities shortening review period enables businesses secure patent rights faster turn draw potential investors expedite realization commercialization inventions said song cnipa also offered analyses global green low-carbon technology patents annually help enterprises gauge global innovation trends chart direction r investments report statistical analysis green low-carbon patents year shows record high year-on-year growth published applications worldwide since  energy-storage patents dominated   percent share   percent growth rate carbon capture utilization storage lagged   percent among clean energy sources hydrogen energy showed rapid growth emerging new innovation focus many countries   china maintained growth trend fields carbon reduction fossil energy energy saving outperforming major countries according report visitor takes photos bicycle made bamboo environmental services exhibition  china international fair trade services beijing capital china sept   xinhua li xin china set national goal reaching peak carbon emissions  achieving carbon neutrality  reinforced comprehensive approach green low-carbon development emphasized resolution adopted third plenary session th central mittee munist party china july green transition national priority also integral part everyday life country commitment low-carbon development fostered consumer market values green consumption behaviors  consumption trend report shows   percent chinese consumers prioritize green environmentally friendly products brands post-s consumers showing highest acceptance green products low-carbon preference creating opportunities innovators household appliance giant gree submitted approximately   patent applications related energy conservation emission reduction boasts zero carbon source air-conditioning patented technology combines photovoltaic energy storage systems effectively reduce carbon emissions almost  percent people visit booth chinese company haier ifa  berlin capital germany sept   xinhua ren pengfei haier another leading enterprise also made significant efforts energy-saving research collaborated xi jiaotong university develop patented air-conditioning technology enhances performance reducing power consumption week chinese authorities unveiled guideline aimed accelerating green transformation across facets economic social development key emphasis blueprint reinforcement creation protection utilization ip green low-carbon technologies invigorating innovation throughout society propelled policy support market demand china poised witness greater growth green patents continue boost innovative sustainable development
"australia china sci tech collaboration yields impressive results, mutual benefits, says nobel laureate barry j. marshall",2024-08-16,http://en.people.cn/n3/2024/0816/c90000-20206687.html,perth australia aug  xinhua strong collaboration australia china science technology already yielded impressive results mutual benefits said nobel laureate barry j marshall thursday continuing build foundation tackle major challenges health care environmental sustainability work towards better future nations world said marshall delivered speech reception celebrating winning china international science technology peration award  hosted sulate general people republic china perth fifth australian receive award china international science technology peration award personal accolade said highlights importance cross-border collaboration driving innovation sharing expertise making scientific breakthroughs benefit everyone marshall j robin warren awarded  nobel prize physiology medicine showing bacterial infection stress blame painful ulcers stomach intestine oct   past decade marshall devoted cooperation chinese colleagues partners transfer research results products benefit chinese australian people stephen dawson western australia science minister said event marshall champion promoting science cooperation collaboration exchange china western australia work award would help inspire collaborations great scientific minds australia china look forward witnessing continued development western australia strong relationship china science technology added chinese sul general perth long dingbin said marshall set academician workstation central china henan province  affectionately known local people civilian doctor said marshall model follow strengthen china-australia bond chinese ambassador australia xiao qian sent congratulatory letter marshall announced event xiao said award marshall also recognition australian scientists long committed scientific technological exchanges cooperation china sincerely appreciate outstanding contributions promoting china-australia scientific research exchanges cooperation nurturing high-level patents improving public health really manifestations shared vision building community shared future mankind china-australia scientific cooperation
china xizang introduces novel research model dairy cows,2024-08-16,http://en.people.cn/n3/2024/0816/c90000-20206629.html,lhasa aug  xinhua science technology backyard stb focusing dairy cows inaugurated southwest china xizang autonomous region thursday initiating innovative model dairy industry plateau china agricultural university conducting scientific assessment cows dairy farms farming center pasture regional capital lhasa since  bid adjust feeding management maximize production potential dairy cows ministry education officially approved establishment xizang chengguan plateau dairy cow stb end  march scholars china agricultural university settled stb xizang high altitude harsh climate dairy cows high incidence cerebral edema pulmonary edema affects production performance said fang qianhai university regard developed early warning system altitude sickness innovatively designed portable wearable oxygen mask cows fang said stb science technology service platform established front line production rural areas enterprises integrates agricultural science technology innovation demonstration promotion talent training
"tech cultivation makes life, work peachy east china",2024-08-16,http://en.people.cn/n3/2024/0816/c90000-20206627.html,nanjing aug  xinhua application modern agricultural technology yangshan township east china jiangsu province breathing new life centuries-old cultivation traditions hometown honey peaches yangshan township wuxi city often celebrated one china four major peach-producing areas decades selective breeding cultivation yielded  distinct varieties yangshan peach drawing many enthusiasts head source purchase pick every year peach trees sun jianqin orchard stand typical places sun orchard peach trees bred new technology three four meters height much taller normal addition sun peach trees feature two large branches makes fruits easy pick normal peach trees fruits scattered three four main branches among denser branches makes picking difficult mechanize passion machinery sun tailored peach farm accommodate new varieties streamlining automation process example laborious task climbing ladders harvest significant inconvenience workers sun farm space rows trees larger reaching   meters allow machines pass workers simply stand movable elevator platform expediting simplifying picking process new cultivation model -mu  hectares orchard helped boost yield potential least  percent cost-effective efficient traditional manual labor well according sun almost every household yangshan involved peach cultivation increasing number farmers eager harness sweetness science technology  output value peaches yangshan  million yuan  million usa dollars output value industrial chain peach industry exceeded  billion yuan per capita disposable income farmers   yuan period   percent year year according local government past peach farmers planted peaches spontaneously land lacked guidance improve soil dose pesticides fertilizers introduction training local government institutes peach farmers actively trying adopt new technology grow peaches said dai huijun manager local agricultural industrial park bolstered research institute suite innovative planting technologies extensively disseminated encompassing sensor-aided monitoring peach tree growth preemptive pest disease alert systems soil-analytic irrigation protocols assembly line wuxi taihu yangshan peach tech peaches varying sizes meticulously arranged d vision technology facilitating intelligent sorting  peaches per minute categorizing attributes shape weight sweetness sorting packing another important step getting consumers one piece time june sf express leading chinese logistics firm initiated use fleet novel energy-efficient drones direct transportation peaches farms regional logistics hubs hubs peaches embark journeys via cargo aircraft along long-haul routes reaching customers key markets singapore dubai customers neighboring provinces china receive peaches within half-day earlier year china unveiled  central document  outlining priorities comprehensively promoting rural revitalization year document calls efforts strengthen role sci-tech development promoting rural revitalization new technology digitize green peach industry aspiration cultivate superior quality peaches elevate prestige yangshan peach brand said yao guojin deputy head yangshan township
china mrna tumor vaccine approved clinical trials,2024-08-16,http://en.people.cn/n3/2024/0816/c90000-20206621.html,beijing aug  xinhua new injection mrna vaccine epstein-barr virus positive tumors approved center drug evaluation national medical products administration phase-i clinical trials new injection independently developed westgene biopharma chengdu southwest china sichuan province received investigational new drug approval usa food drug administration may year completed investigator-initiated trials two indications including nasopharyngeal carcinoma lymphoma epstein-barr virus identified group-i carcinogen international agency research cancer said song xiangrong co-founder westgene biopharma adding first human oncogenic virus discovered virus correlated  types malignant tumors nasopharyngeal carcinoma lymphoma gastric cancer said song mrna tumor therapeutic vaccine one major breakthroughs field mrna innovative drugs tumor immunotherapy company conduct clinical trials across country promote application mrna vaccine soon possible
chinese platform facilitates technological innovation enterprises,2024-08-16,http://en.people.cn/n3/2024/0816/c90000-20206620.html,high-quality development enterprises relies heavily technology talent wuhan capital central china hubei province dedicated platform established bridge gap enterprises technological expertise laboratory school automation china university geosciences wuhan associate professor zhang jingjing working yan wenlin head r wuhan ai technology test newly developed temperature humidity sensor prototype necting circuit boards oscilloscopes multimeters examined waveforms measured voltage current photo shows data monitoring system hubei sci-tech innovation supply chain platform photo wechat official account optics valley china three months ago zhang yan whose offices two kilometers apart never met brought together hubei sci-tech innovation supply chain platform hereafter referred platform platform launched  companies proposing research topics universities research institutes offering responses creating industrial innovation ecosystem demand-oriented enterprise-centered provides services users across province contract signing supply-demand matchmaking technology human resources financing zhang engaged computer vision research long entertained idea empowering agriculture artificial intelligence found proper approach yet wuhan ai technology business startup committed developing affordable sensors used aquaculture farmers meeting zhang yan sought technological support multiple agricultural universities research institutions met disappointment photo shows development team hubei sci-tech innovation supply chain platform photo wechat official account optics valley china yan attributed two reasons first researchers focuses always align needs companies second enough trust small enterprises like us thanks platform enterprises easily find technological support like would shop online intelligent matching model platform enables one-click matchmaking ensure quick easy connections supply demand behind every piece effective information technology manager provides comprehensive services enterprises research institutions allows rapid communication problem-solving said li tianpei general manager hubei sci-tech innovation supply chain learning platform yan registered quick qr code scan posted request creating micro temperature humidity sensor soon yan recommended multiple eligible technology suppliers finally yan selected zhang team recommendation technology manager week zhang devised detailed development plan developing sensor rapidly completing prototype design moving testing phase sci-tech achievements turned commercial products aligning supply demand zhang jingjing associate professor school automation china university geosciences wuhan works laboratory photo provided hubei sci-tech innovation supply chain hubei rolled new policies improve incentive mechanism taking wuhan east lake high-tech development zone edz pilot effort boost collaborations platform annual special fund  million yuan   million set support phased transformation commercialization sci-tech achievements also supports collaborative research among enterprises universities research institutions government providing enterprises one-third actual investment maximum financial support single project  million yuan february year wuhan ganwei technology posted platform demand highly integrated industrial-grade infrared optical gas sensor experts optics valley laboratory wuhan national laboratory optoelectronics located edz also known optics valley china soon took task initially projected budget  million yuan cost proposed experts slightly higher said zhang junlong company general manager thanks project joined encouragement edz company became eligible -million-yuan incentive fund allowed zhang junlong focus collaboration laboratory platform attracted   active companies released   demands   collaborations facilitated
